id,nome,arquivo,categoria,fonte,x,y,largura,altura,fundo
s01_flecha,flecha,assets_individuais/equipamentos/flecha.png,equipamentos,01-1000614716.png,505,225,58,130,transparente
s01_cota_malha,cota_malha,assets_individuais/equipamentos/cota_malha.png,equipamentos,01-1000614716.png,584,225,116,130,transparente
s01_elmo,elmo,assets_individuais/equipamentos/elmo.png,equipamentos,01-1000614716.png,725,225,79,130,transparente
s01_bota,bota,assets_individuais/equipamentos/bota.png,equipamentos,01-1000614716.png,848,225,89,130,transparente
s01_cinto,cinto,assets_individuais/equipamentos/cinto.png,equipamentos,01-1000614716.png,956,225,92,130,transparente
s01_capa,capa,assets_individuais/equipamentos/capa.png,equipamentos,01-1000614716.png,1074,225,102,130,transparente
s01_mochila,mochila,assets_individuais/equipamentos/mochila.png,equipamentos,01-1000614716.png,1197,225,87,130,transparente
s01_corda,corda,assets_individuais/equipamentos/corda.png,equipamentos,01-1000614716.png,1306,225,109,130,transparente
s01_chave,chave,assets_individuais/equipamentos/chave.png,equipamentos,01-1000614716.png,1437,225,66,130,transparente
s01_grimorio,grimorio,assets_individuais/magia_alquimia/grimorio.png,magia_alquimia,01-1000614716.png,25,345,115,130,transparente
s01_livro_aberto,livro_aberto,assets_individuais/magia_alquimia/livro_aberto.png,magia_alquimia,01-1000614716.png,153,345,132,130,transparente
s01_pergaminho_enrolado,pergaminho_enrolado,assets_individuais/magia_alquimia/pergaminho_enrolado.png,magia_alquimia,01-1000614716.png,300,345,108,130,transparente
s01_tinteiro,tinteiro,assets_individuais/magia_alquimia/tinteiro.png,magia_alquimia,01-1000614716.png,454,345,76,130,transparente
s01_pergaminho_e_pena,pergaminho_e_pena,assets_individuais/magia_alquimia/pergaminho_e_pena.png,magia_alquimia,01-1000614716.png,568,345,104,130,transparente
s01_anel,anel,assets_individuais/magia_alquimia/anel.png,magia_alquimia,01-1000614716.png,708,345,90,130,transparente
s01_pocao_vermelha,pocao_vermelha,assets_individuais/magia_alquimia/pocao_vermelha.png,magia_alquimia,01-1000614716.png,832,345,72,130,transparente
s01_pocao_azul,pocao_azul,assets_individuais/magia_alquimia/pocao_azul.png,magia_alquimia,01-1000614716.png,926,345,73,130,transparente
s01_pocao_verde,pocao_verde,assets_individuais/magia_alquimia/pocao_verde.png,magia_alquimia,01-1000614716.png,1030,345,67,130,transparente
s01_varinha_faisca,varinha_faisca,assets_individuais/magia_alquimia/varinha_faisca.png,magia_alquimia,01-1000614716.png,1128,345,97,130,transparente
s01_cajado_orbe,cajado_orbe,assets_individuais/magia_alquimia/cajado_orbe.png,magia_alquimia,01-1000614716.png,1239,345,94,130,transparente
s01_bola_cristal,bola_cristal,assets_individuais/magia_alquimia/bola_cristal.png,magia_alquimia,01-1000614716.png,1385,345,86,130,transparente
s01_mao_arcana,mao_arcana,assets_individuais/efeitos_status/mao_arcana.png,efeitos_status,01-1000614716.png,33,470,84,115,transparente
s01_escudo_magico,escudo_magico,assets_individuais/efeitos_status/escudo_magico.png,efeitos_status,01-1000614716.png,142,470,97,115,transparente
s01_raio,raio,assets_individuais/efeitos_status/raio.png,efeitos_status,01-1000614716.png,264,470,73,115,transparente
s01_bola_fogo,bola_fogo,assets_individuais/efeitos_status/bola_fogo.png,efeitos_status,01-1000614716.png,362,470,102,115,transparente
s01_tentaculos,tentaculos,assets_individuais/efeitos_status/tentaculos.png,efeitos_status,01-1000614716.png,493,470,102,115,transparente
s01_caveira_aura,caveira_aura,assets_individuais/efeitos_status/caveira_aura.png,efeitos_status,01-1000614716.png,625,470,86,115,transparente
s01_olho_arcano,olho_arcano,assets_individuais/efeitos_status/olho_arcano.png,efeitos_status,01-1000614716.png,740,470,99,115,transparente
s01_portal,portal,assets_individuais/efeitos_status/portal.png,efeitos_status,01-1000614716.png,868,470,87,115,transparente
s01_arvore_espinhosa,arvore_espinhosa,assets_individuais/efeitos_status/arvore_espinhosa.png,efeitos_status,01-1000614716.png,979,470,106,115,transparente
s01_status_sangue,status_sangue,assets_individuais/efeitos_status/status_sangue.png,efeitos_status,01-1000614716.png,1104,470,76,115,transparente
s01_status_morte,status_morte,assets_individuais/efeitos_status/status_morte.png,efeitos_status,01-1000614716.png,1177,470,76,115,transparente
s01_status_sono,status_sono,assets_individuais/efeitos_status/status_sono.png,efeitos_status,01-1000614716.png,1258,470,80,115,transparente
s01_status_visao,status_visao,assets_individuais/efeitos_status/status_visao.png,efeitos_status,01-1000614716.png,1338,470,81,115,transparente
s01_status_combate,status_combate,assets_individuais/efeitos_status/status_combate.png,efeitos_status,01-1000614716.png,1419,470,78,115,transparente
s01_token_guerreiro,token_guerreiro,assets_individuais/tokens_criaturas/token_guerreiro.png,tokens_criaturas,01-1000614716.png,10,580,113,125,transparente
s01_token_mago,token_mago,assets_individuais/tokens_criaturas/token_mago.png,tokens_criaturas,01-1000614716.png,144,580,109,125,transparente
s01_token_arqueiro,token_arqueiro,assets_individuais/tokens_criaturas/token_arqueiro.png,tokens_criaturas,01-1000614716.png,277,580,113,125,transparente
s01_token_ladino,token_ladino,assets_individuais/tokens_criaturas/token_ladino.png,tokens_criaturas,01-1000614716.png,417,580,113,125,transparente
s01_token_goblin,token_goblin,assets_individuais/tokens_criaturas/token_goblin.png,tokens_criaturas,01-1000614716.png,556,580,113,125,transparente
s01_token_lobo,token_lobo,assets_individuais/tokens_criaturas/token_lobo.png,tokens_criaturas,01-1000614716.png,698,580,115,125,transparente
s01_token_esqueleto,token_esqueleto,assets_individuais/tokens_criaturas/token_esqueleto.png,tokens_criaturas,01-1000614716.png,848,580,112,125,transparente
s01_token_mumia,token_mumia,assets_individuais/tokens_criaturas/token_mumia.png,tokens_criaturas,01-1000614716.png,988,580,111,125,transparente
s01_token_goblin_lanceiro,token_goblin_lanceiro,assets_individuais/tokens_criaturas/token_goblin_lanceiro.png,tokens_criaturas,01-1000614716.png,1122,580,112,125,transparente
s01_token_demonio,token_demonio,assets_individuais/tokens_criaturas/token_demonio.png,tokens_criaturas,01-1000614716.png,1258,580,110,125,transparente
s01_token_dragao,token_dragao,assets_individuais/tokens_criaturas/token_dragao.png,tokens_criaturas,01-1000614716.png,1384,580,117,125,transparente
s01_hex_floresta,hex_floresta,assets_individuais/hexes_terreno/hex_floresta.png,hexes_terreno,01-1000614716.png,17,695,123,135,transparente
s01_hex_planicie,hex_planicie,assets_individuais/hexes_terreno/hex_planicie.png,hexes_terreno,01-1000614716.png,168,695,128,135,transparente
s01_hex_montanha,hex_montanha,assets_individuais/hexes_terreno/hex_montanha.png,hexes_terreno,01-1000614716.png,326,695,125,135,transparente
s01_hex_colinas,hex_colinas,assets_individuais/hexes_terreno/hex_colinas.png,hexes_terreno,01-1000614716.png,483,695,126,135,transparente
s01_hex_pantano,hex_pantano,assets_individuais/hexes_terreno/hex_pantano.png,hexes_terreno,01-1000614716.png,643,695,123,135,transparente
s01_hex_agua,hex_agua,assets_individuais/hexes_terreno/hex_agua.png,hexes_terreno,01-1000614716.png,793,695,123,135,transparente
s01_hex_deserto,hex_deserto,assets_individuais/hexes_terreno/hex_deserto.png,hexes_terreno,01-1000614716.png,943,695,128,135,transparente
s01_hex_vila,hex_vila,assets_individuais/hexes_terreno/hex_vila.png,hexes_terreno,01-1000614716.png,1095,695,122,135,transparente
s01_hex_torre,hex_torre,assets_individuais/hexes_terreno/hex_torre.png,hexes_terreno,01-1000614716.png,1234,695,123,135,transparente
s01_hex_desconhecido,hex_desconhecido,assets_individuais/hexes_terreno/hex_desconhecido.png,hexes_terreno,01-1000614716.png,1380,695,118,135,transparente
s01_sala_quadrada,sala_quadrada,assets_individuais/tiles_masmorra/sala_quadrada.png,tiles_masmorra,01-1000614716.png,14,815,117,125,transparente
s01_sala_pequena,sala_pequena,assets_individuais/tiles_masmorra/sala_pequena.png,tiles_masmorra,01-1000614716.png,144,815,102,125,transparente
s01_corredor,corredor,assets_individuais/tiles_masmorra/corredor.png,tiles_masmorra,01-1000614716.png,254,815,146,125,transparente
s01_cruzamento,cruzamento,assets_individuais/tiles_masmorra/cruzamento.png,tiles_masmorra,01-1000614716.png,410,815,113,125,transparente
s01_sala_redonda,sala_redonda,assets_individuais/tiles_masmorra/sala_redonda.png,tiles_masmorra,01-1000614716.png,532,815,107,125,transparente
s01_sala_escada,sala_escada,assets_individuais/tiles_masmorra/sala_escada.png,tiles_masmorra,01-1000614716.png,651,815,109,125,transparente
s01_porta_madeira,porta_madeira,assets_individuais/tiles_masmorra/porta_madeira.png,tiles_masmorra,01-1000614716.png,779,815,80,125,transparente
s01_porta_grade,porta_grade,assets_individuais/tiles_masmorra/porta_grade.png,tiles_masmorra,01-1000614716.png,858,815,88,125,transparente
s01_porta_estreita,porta_estreita,assets_individuais/tiles_masmorra/porta_estreita.png,tiles_masmorra,01-1000614716.png,953,815,84,125,transparente
s01_bau,bau,assets_individuais/tiles_masmorra/bau.png,tiles_masmorra,01-1000614716.png,1060,815,99,125,transparente
s01_fosso,fosso,assets_individuais/tiles_masmorra/fosso.png,tiles_masmorra,01-1000614716.png,1172,815,103,125,transparente
s01_porta_dupla,porta_dupla,assets_individuais/tiles_masmorra/porta_dupla.png,tiles_masmorra,01-1000614716.png,1283,815,89,125,transparente
s01_entulho,entulho,assets_individuais/tiles_masmorra/entulho.png,tiles_masmorra,01-1000614716.png,1385,815,118,125,transparente
s01_barra_vida,barra_vida,assets_individuais/hud_marcadores/barra_vida.png,hud_marcadores,01-1000614716.png,17,930,174,94,transparente
s01_barra_armadura,barra_armadura,assets_individuais/hud_marcadores/barra_armadura.png,hud_marcadores,01-1000614716.png,200,930,181,94,transparente
s01_barra_xp,barra_xp,assets_individuais/hud_marcadores/barra_xp.png,hud_marcadores,01-1000614716.png,392,930,183,94,transparente
s01_barra_viagem,barra_viagem,assets_individuais/hud_marcadores/barra_viagem.png,hud_marcadores,01-1000614716.png,586,930,166,94,transparente
s01_marcador_branco,marcador_branco,assets_individuais/hud_marcadores/marcador_branco.png,hud_marcadores,01-1000614716.png,768,930,46,94,transparente
s01_marcador_vermelho,marcador_vermelho,assets_individuais/hud_marcadores/marcador_vermelho.png,hud_marcadores,01-1000614716.png,828,930,47,94,transparente
s01_marcador_azul,marcador_azul,assets_individuais/hud_marcadores/marcador_azul.png,hud_marcadores,01-1000614716.png,887,930,47,94,transparente
s01_marcador_verde,marcador_verde,assets_individuais/hud_marcadores/marcador_verde.png,hud_marcadores,01-1000614716.png,945,930,47,94,transparente
s01_marcador_amarelo,marcador_amarelo,assets_individuais/hud_marcadores/marcador_amarelo.png,hud_marcadores,01-1000614716.png,1003,930,47,94,transparente
s01_marcador_roxo,marcador_roxo,assets_individuais/hud_marcadores/marcador_roxo.png,hud_marcadores,01-1000614716.png,1062,930,48,94,transparente
s01_circulo_vermelho,circulo_vermelho,assets_individuais/hud_marcadores/circulo_vermelho.png,hud_marcadores,01-1000614716.png,1131,930,53,94,transparente
s01_circulo_azul,circulo_azul,assets_individuais/hud_marcadores/circulo_azul.png,hud_marcadores,01-1000614716.png,1192,930,51,94,transparente
s01_circulo_verde,circulo_verde,assets_individuais/hud_marcadores/circulo_verde.png,hud_marcadores,01-1000614716.png,1254,930,52,94,transparente
s01_circulo_amarelo,circulo_amarelo,assets_individuais/hud_marcadores/circulo_amarelo.png,hud_marcadores,01-1000614716.png,1313,930,51,94,transparente
s01_moldura_branca,moldura_branca,assets_individuais/hud_marcadores/moldura_branca.png,hud_marcadores,01-1000614716.png,1372,930,66,94,transparente
s01_moldura_vermelha,moldura_vermelha,assets_individuais/hud_marcadores/moldura_vermelha.png,hud_marcadores,01-1000614716.png,1446,930,68,94,transparente
s02_equipamentos_variantes_01,equipamentos_variantes_01,assets_individuais/equipamentos_variantes/equipamentos_variantes_01.png,equipamentos_variantes,02-1000614715.png,10,5,68,110,transparente
s02_equipamentos_variantes_02,equipamentos_variantes_02,assets_individuais/equipamentos_variantes/equipamentos_variantes_02.png,equipamentos_variantes,02-1000614715.png,84,5,56,110,transparente
s02_equipamentos_variantes_03,equipamentos_variantes_03,assets_individuais/equipamentos_variantes/equipamentos_variantes_03.png,equipamentos_variantes,02-1000614715.png,141,5,46,110,transparente
s02_equipamentos_variantes_04,equipamentos_variantes_04,assets_individuais/equipamentos_variantes/equipamentos_variantes_04.png,equipamentos_variantes,02-1000614715.png,192,5,37,110,transparente
s02_equipamentos_variantes_05,equipamentos_variantes_05,assets_individuais/equipamentos_variantes/equipamentos_variantes_05.png,equipamentos_variantes,02-1000614715.png,239,5,36,110,transparente
s02_equipamentos_variantes_06,equipamentos_variantes_06,assets_individuais/equipamentos_variantes/equipamentos_variantes_06.png,equipamentos_variantes,02-1000614715.png,290,5,58,110,transparente
s02_equipamentos_variantes_07,equipamentos_variantes_07,assets_individuais/equipamentos_variantes/equipamentos_variantes_07.png,equipamentos_variantes,02-1000614715.png,356,5,40,110,transparente
s02_equipamentos_variantes_08,equipamentos_variantes_08,assets_individuais/equipamentos_variantes/equipamentos_variantes_08.png,equipamentos_variantes,02-1000614715.png,415,5,25,110,transparente
s02_equipamentos_variantes_09,equipamentos_variantes_09,assets_individuais/equipamentos_variantes/equipamentos_variantes_09.png,equipamentos_variantes,02-1000614715.png,447,5,73,110,transparente
s02_equipamentos_variantes_10,equipamentos_variantes_10,assets_individuais/equipamentos_variantes/equipamentos_variantes_10.png,equipamentos_variantes,02-1000614715.png,525,5,69,110,transparente
s02_equipamentos_variantes_11,equipamentos_variantes_11,assets_individuais/equipamentos_variantes/equipamentos_variantes_11.png,equipamentos_variantes,02-1000614715.png,589,5,96,110,transparente
s02_equipamentos_variantes_12,equipamentos_variantes_12,assets_individuais/equipamentos_variantes/equipamentos_variantes_12.png,equipamentos_variantes,02-1000614715.png,683,5,77,110,transparente
s02_equipamentos_variantes_13,equipamentos_variantes_13,assets_individuais/equipamentos_variantes/equipamentos_variantes_13.png,equipamentos_variantes,02-1000614715.png,751,5,68,110,transparente
s02_equipamentos_variantes_14,equipamentos_variantes_14,assets_individuais/equipamentos_variantes/equipamentos_variantes_14.png,equipamentos_variantes,02-1000614715.png,828,5,55,110,transparente
s02_equipamentos_variantes_15,equipamentos_variantes_15,assets_individuais/equipamentos_variantes/equipamentos_variantes_15.png,equipamentos_variantes,02-1000614715.png,891,5,74,110,transparente
s02_equipamentos_variantes_16,equipamentos_variantes_16,assets_individuais/equipamentos_variantes/equipamentos_variantes_16.png,equipamentos_variantes,02-1000614715.png,972,5,63,110,transparente
s02_equipamentos_variantes_17,equipamentos_variantes_17,assets_individuais/equipamentos_variantes/equipamentos_variantes_17.png,equipamentos_variantes,02-1000614715.png,1040,5,84,110,transparente
s02_equipamentos_variantes_18,equipamentos_variantes_18,assets_individuais/equipamentos_variantes/equipamentos_variantes_18.png,equipamentos_variantes,02-1000614715.png,1131,5,64,110,transparente
s02_equipamentos_variantes_19,equipamentos_variantes_19,assets_individuais/equipamentos_variantes/equipamentos_variantes_19.png,equipamentos_variantes,02-1000614715.png,1200,5,59,110,transparente
s02_equipamentos_variantes_20,equipamentos_variantes_20,assets_individuais/equipamentos_variantes/equipamentos_variantes_20.png,equipamentos_variantes,02-1000614715.png,1268,5,58,110,transparente
s02_equipamentos_variantes_21,equipamentos_variantes_21,assets_individuais/equipamentos_variantes/equipamentos_variantes_21.png,equipamentos_variantes,02-1000614715.png,1330,5,54,110,transparente
s02_equipamentos_variantes_22,equipamentos_variantes_22,assets_individuais/equipamentos_variantes/equipamentos_variantes_22.png,equipamentos_variantes,02-1000614715.png,1385,5,61,110,transparente
s02_equipamentos_variantes_23,equipamentos_variantes_23,assets_individuais/equipamentos_variantes/equipamentos_variantes_23.png,equipamentos_variantes,02-1000614715.png,1450,5,73,110,transparente
s02_ferramentas_consumiveis_01,ferramentas_consumiveis_01,assets_individuais/ferramentas_consumiveis/ferramentas_consumiveis_01.png,ferramentas_consumiveis,02-1000614715.png,30,100,29,115,transparente
s02_ferramentas_consumiveis_02,ferramentas_consumiveis_02,assets_individuais/ferramentas_consumiveis/ferramentas_consumiveis_02.png,ferramentas_consumiveis,02-1000614715.png,81,100,36,115,transparente
s02_ferramentas_consumiveis_03,ferramentas_consumiveis_03,assets_individuais/ferramentas_consumiveis/ferramentas_consumiveis_03.png,ferramentas_consumiveis,02-1000614715.png,113,100,65,115,transparente
s02_ferramentas_consumiveis_04,ferramentas_consumiveis_04,assets_individuais/ferramentas_consumiveis/ferramentas_consumiveis_04.png,ferramentas_consumiveis,02-1000614715.png,187,100,85,115,transparente
s02_ferramentas_consumiveis_05,ferramentas_consumiveis_05,assets_individuais/ferramentas_consumiveis/ferramentas_consumiveis_05.png,ferramentas_consumiveis,02-1000614715.png,265,100,66,115,transparente
s02_ferramentas_consumiveis_06,ferramentas_consumiveis_06,assets_individuais/ferramentas_consumiveis/ferramentas_consumiveis_06.png,ferramentas_consumiveis,02-1000614715.png,340,100,67,115,transparente
s02_ferramentas_consumiveis_07,ferramentas_consumiveis_07,assets_individuais/ferramentas_consumiveis/ferramentas_consumiveis_07.png,ferramentas_consumiveis,02-1000614715.png,401,100,89,115,transparente
s02_ferramentas_consumiveis_08,ferramentas_consumiveis_08,assets_individuais/ferramentas_consumiveis/ferramentas_consumiveis_08.png,ferramentas_consumiveis,02-1000614715.png,487,100,24,115,transparente
s02_ferramentas_consumiveis_09,ferramentas_consumiveis_09,assets_individuais/ferramentas_consumiveis/ferramentas_consumiveis_09.png,ferramentas_consumiveis,02-1000614715.png,501,100,63,115,transparente
s02_ferramentas_consumiveis_10,ferramentas_consumiveis_10,assets_individuais/ferramentas_consumiveis/ferramentas_consumiveis_10.png,ferramentas_consumiveis,02-1000614715.png,568,100,53,115,transparente
s02_ferramentas_consumiveis_11,ferramentas_consumiveis_11,assets_individuais/ferramentas_consumiveis/ferramentas_consumiveis_11.png,ferramentas_consumiveis,02-1000614715.png,621,100,55,115,transparente
s02_ferramentas_consumiveis_12,ferramentas_consumiveis_12,assets_individuais/ferramentas_consumiveis/ferramentas_consumiveis_12.png,ferramentas_consumiveis,02-1000614715.png,684,100,101,115,transparente
s02_ferramentas_consumiveis_13,ferramentas_consumiveis_13,assets_individuais/ferramentas_consumiveis/ferramentas_consumiveis_13.png,ferramentas_consumiveis,02-1000614715.png,780,100,63,115,transparente
s02_ferramentas_consumiveis_14,ferramentas_consumiveis_14,assets_individuais/ferramentas_consumiveis/ferramentas_consumiveis_14.png,ferramentas_consumiveis,02-1000614715.png,834,100,112,115,transparente
s02_ferramentas_consumiveis_15,ferramentas_consumiveis_15,assets_individuais/ferramentas_consumiveis/ferramentas_consumiveis_15.png,ferramentas_consumiveis,02-1000614715.png,942,100,58,115,transparente
s02_ferramentas_consumiveis_16,ferramentas_consumiveis_16,assets_individuais/ferramentas_consumiveis/ferramentas_consumiveis_16.png,ferramentas_consumiveis,02-1000614715.png,993,100,68,115,transparente
s02_ferramentas_consumiveis_17,ferramentas_consumiveis_17,assets_individuais/ferramentas_consumiveis/ferramentas_consumiveis_17.png,ferramentas_consumiveis,02-1000614715.png,1061,100,61,115,transparente
s02_ferramentas_consumiveis_18,ferramentas_consumiveis_18,assets_individuais/ferramentas_consumiveis/ferramentas_consumiveis_18.png,ferramentas_consumiveis,02-1000614715.png,1118,100,94,115,transparente
s02_ferramentas_consumiveis_19,ferramentas_consumiveis_19,assets_individuais/ferramentas_consumiveis/ferramentas_consumiveis_19.png,ferramentas_consumiveis,02-1000614715.png,1223,100,53,115,transparente
s02_ferramentas_consumiveis_20,ferramentas_consumiveis_20,assets_individuais/ferramentas_consumiveis/ferramentas_consumiveis_20.png,ferramentas_consumiveis,02-1000614715.png,1278,100,47,115,transparente
s02_ferramentas_consumiveis_21,ferramentas_consumiveis_21,assets_individuais/ferramentas_consumiveis/ferramentas_consumiveis_21.png,ferramentas_consumiveis,02-1000614715.png,1328,100,45,115,transparente
s02_ferramentas_consumiveis_22,ferramentas_consumiveis_22,assets_individuais/ferramentas_consumiveis/ferramentas_consumiveis_22.png,ferramentas_consumiveis,02-1000614715.png,1379,100,53,115,transparente
s02_ferramentas_consumiveis_23,ferramentas_consumiveis_23,assets_individuais/ferramentas_consumiveis/ferramentas_consumiveis_23.png,ferramentas_consumiveis,02-1000614715.png,1439,100,87,115,transparente
s02_livros_joias_relogios_01,livros_joias_relogios_01,assets_individuais/livros_joias_relogios/livros_joias_relogios_01.png,livros_joias_relogios,02-1000614715.png,25,200,38,95,transparente
s02_livros_joias_relogios_02,livros_joias_relogios_02,assets_individuais/livros_joias_relogios/livros_joias_relogios_02.png,livros_joias_relogios,02-1000614715.png,83,200,86,95,transparente
s02_livros_joias_relogios_03,livros_joias_relogios_03,assets_individuais/livros_joias_relogios/livros_joias_relogios_03.png,livros_joias_relogios,02-1000614715.png,173,200,77,95,transparente
s02_livros_joias_relogios_04,livros_joias_relogios_04,assets_individuais/livros_joias_relogios/livros_joias_relogios_04.png,livros_joias_relogios,02-1000614715.png,250,200,80,95,transparente
s02_livros_joias_relogios_05,livros_joias_relogios_05,assets_individuais/livros_joias_relogios/livros_joias_relogios_05.png,livros_joias_relogios,02-1000614715.png,332,200,76,95,transparente
s02_livros_joias_relogios_06,livros_joias_relogios_06,assets_individuais/livros_joias_relogios/livros_joias_relogios_06.png,livros_joias_relogios,02-1000614715.png,408,200,152,95,transparente
s02_livros_joias_relogios_07,livros_joias_relogios_07,assets_individuais/livros_joias_relogios/livros_joias_relogios_07.png,livros_joias_relogios,02-1000614715.png,558,200,63,95,transparente
s02_livros_joias_relogios_08,livros_joias_relogios_08,assets_individuais/livros_joias_relogios/livros_joias_relogios_08.png,livros_joias_relogios,02-1000614715.png,623,200,54,95,transparente
s02_livros_joias_relogios_09,livros_joias_relogios_09,assets_individuais/livros_joias_relogios/livros_joias_relogios_09.png,livros_joias_relogios,02-1000614715.png,689,200,58,95,transparente
s02_livros_joias_relogios_10,livros_joias_relogios_10,assets_individuais/livros_joias_relogios/livros_joias_relogios_10.png,livros_joias_relogios,02-1000614715.png,758,200,42,95,transparente
s02_livros_joias_relogios_11,livros_joias_relogios_11,assets_individuais/livros_joias_relogios/livros_joias_relogios_11.png,livros_joias_relogios,02-1000614715.png,804,200,61,95,transparente
s02_livros_joias_relogios_12,livros_joias_relogios_12,assets_individuais/livros_joias_relogios/livros_joias_relogios_12.png,livros_joias_relogios,02-1000614715.png,872,200,48,95,transparente
s02_livros_joias_relogios_13,livros_joias_relogios_13,assets_individuais/livros_joias_relogios/livros_joias_relogios_13.png,livros_joias_relogios,02-1000614715.png,929,200,68,95,transparente
s02_livros_joias_relogios_14,livros_joias_relogios_14,assets_individuais/livros_joias_relogios/livros_joias_relogios_14.png,livros_joias_relogios,02-1000614715.png,992,200,53,95,transparente
s02_livros_joias_relogios_15,livros_joias_relogios_15,assets_individuais/livros_joias_relogios/livros_joias_relogios_15.png,livros_joias_relogios,02-1000614715.png,1050,200,61,95,transparente
s02_livros_joias_relogios_16,livros_joias_relogios_16,assets_individuais/livros_joias_relogios/livros_joias_relogios_16.png,livros_joias_relogios,02-1000614715.png,1100,200,19,95,transparente
